XBAR.I0:AE X,XBAR.I0:AE Y,r0 X,r0 Y,XBAR.I0:OE X,XBAR.I0:OE Y
4.007949999999967e-07,-0.000776118925732094,4.007949999999967e-07,-1.317320000000344,4.007949999999967e-07,0.000776118925732094
4.008749999999963e-07,-0.0007718546017511747,4.008749999999963e-07,-1.309000000000379,4.008749999999963e-07,0.0007718546017511747
4.010349999999957e-07,-0.0007633145967259996,4.010349999999957e-07,-1.292360000000448,4.010349999999957e-07,0.0007633145967259996
4.011149999999953e-07,-0.000759022553916367,4.011149999999953e-07,-1.284040000000482,4.011149999999953e-07,0.000759022553916367
4.012749999999947e-07,-0.0007504190155074223,4.012749999999947e-07,-1.267400000000551,4.012749999999947e-07,0.0007504190155074223
4.015949999999933e-07,-0.0007330946857305913,4.015949999999933e-07,-1.23412000000069,4.015949999999933e-07,0.0007330946857305913
4.022349999999907e-07,-0.0006979606400442633,4.022349999999907e-07,-1.167560000000967,4.022349999999907e-07,0.0006979606400442633
4.025549999999894e-07,-0.0006801298865019296,4.025549999999894e-07,-1.134280000001105,4.025549999999894e-07,0.0006801298865019296
4.031949999999867e-07,-0.0006440380211168136,4.031949999999867e-07,-1.067720000001382,4.031949999999867e-07,0.0006440380211168136
4.044749999999814e-07,-0.0005700007306731404,4.044749999999814e-07,-0.9346000000019361,4.044749999999814e-07,0.0005700007306731404
4.051149999999787e-07,-0.0005320707067705459,4.051149999999787e-07,-0.8680400000022129,4.051149999999787e-07,0.0005320707067705459
4.063949999999734e-07,-0.0004545793692258395,4.063949999999734e-07,-0.7349200000027667,4.063949999999734e-07,0.0004545793692258395
4.089549999999627e-07,-0.000293758864446067,4.089549999999627e-07,-0.4686800000038743,4.089549999999627e-07,0.000293758864446067
4.134684135384615e-07,4.386343109007328e-07,4.134684135384615e-07,0.0007150079999991288,4.134684135384615e-07,-4.386343109007329e-07
4.192342067692307e-07,0.0003704235349173696,4.192342067692307e-07,0.600357503999998,4.192342067692307e-07,-0.0003704235349173696
4.20675655076923e-07,0.0004605079817843631,4.20675655076923e-07,0.7502681279999965,4.20675655076923e-07,-0.0004605079817843631
4.228378275384615e-07,0.0005916709857323062,4.228378275384615e-07,0.9751340639999966,4.228378275384615e-07,-0.0005916709857323062
4.25e-07,0.0007171547958199944,4.25e-07,1.199999999999997,4.25e-07,-0.0007171547958199944
4.250049999999999e-07,0.0007170841882247031,4.250049999999999e-07,1.2,4.250049999999999e-07,-0.0007170841882247031
4.250149999999999e-07,0.0007170850464933358,4.250149999999999e-07,1.2,4.250149999999999e-07,-0.0007170850464933358
4.250349999999998e-07,0.0007170834683383013,4.250349999999998e-07,1.2,4.250349999999998e-07,-0.0007170834683383013
4.250749999999996e-07,0.0007170834742234318,4.250749999999996e-07,1.2,4.250749999999996e-07,-0.0007170834742234318
4.251549999999993e-07,0.0007170834740924749,4.251549999999993e-07,1.2,4.251549999999993e-07,-0.0007170834740924749
4.253149999999986e-07,0.0007170834736315595,4.253149999999986e-07,1.2,4.253149999999986e-07,-0.0007170834736315595
4.256349999999973e-07,0.0007170834673142305,4.256349999999973e-07,1.2,4.256349999999973e-07,-0.0007170834673142305
4.262749999999947e-07,0.0007170834546753962,4.262749999999947e-07,1.2,4.262749999999947e-07,-0.0007170834546753962
4.275549999999893e-07,0.0007170834293917437,4.275549999999893e-07,1.2,4.275549999999893e-07,-0.0007170834293917437
4.301149999999787e-07,0.0007170833788193251,4.301149999999787e-07,1.2,4.301149999999787e-07,-0.0007170833788193251
4.352349999999574e-07,0.0007170832776692393,4.352349999999574e-07,1.2,4.352349999999574e-07,-0.0007170832776692393
4.454749999999148e-07,0.0007170830753601839,4.454749999999148e-07,1.2,4.454749999999148e-07,-0.0007170830753601839
4.602374999999574e-07,0.0007170826707162327,4.602374999999574e-07,1.2,4.602374999999574e-07,-0.0007170826707162327
4.75e-07,0.0007170820928177292,4.75e-07,1.2,4.75e-07,-0.0007170820928177292
4.765624999999999e-07,0.000626970800692244,4.765624999999999e-07,1.037500000000004,4.765624999999999e-07,-0.000626970800692244
4.7734375e-07,0.0005807974067104439,4.7734375e-07,0.9562500000000023,4.7734375e-07,-0.0005807974067104439
4.7890625e-07,0.0004862227644175927,4.7890625e-07,0.7937499999999984,4.7890625e-07,-0.0004862227644175927
4.820312500000001e-07,0.0002899382036678343,4.820312500000001e-07,0.4687499999999906,4.820312500000001e-07,-0.0002899382036678343
4.831597716177885e-07,0.0002174767722604631,4.831597716177885e-07,0.3513837517499918,4.831597716177885e-07,-0.0002174767722604631
4.854168148533654e-07,7.188913799595776e-05,4.854168148533654e-07,0.1166512552499945,4.854168148533654e-07,-7.188913799595776e-05
4.865453364711538e-07,-4.002954690363859e-07,4.865453364711538e-07,-0.0007149929999934468,4.865453364711538e-07,4.002954690363859e-07
4.888023797067304e-07,-0.0001481897088228329,4.888023797067304e-07,-0.2354474894999685,4.888023797067304e-07,0.0001481897088228329
4.899309013245188e-07,-0.0002218425758004654,4.899309013245188e-07,-0.3528137377499561,4.899309013245188e-07,0.0002218425758004654
4.921879445600955e-07,-0.0003664030230466415,4.921879445600955e-07,-0.5875462342499316,4.921879445600955e-07,0.0003664030230466415
4.967020310312488e-07,-0.0006380127842753585,4.967020310312488e-07,-1.057011227249882,4.967020310312488e-07,0.0006380127842753585
5e-07,-0.0008175627618670556,5e-07,-1.4,5e-07,0.0008175627618670556
5.004122461210939e-07,-0.0008178669013219203,5.004122461210939e-07,-1.4,5.004122461210939e-07,0.0008178669013219203
5.012367383632818e-07,-0.0008178705618832756,5.012367383632818e-07,-1.4,5.012367383632818e-07,0.0008178705618832756
5.028857228476575e-07,-0.000817870172463132,5.028857228476575e-07,-1.4,5.028857228476575e-07,0.000817870172463132
5.061836918164089e-07,-0.0008178673521558141,5.061836918164089e-07,-1.4,5.061836918164089e-07,0.0008178673521558141
5.127796297539118e-07,-0.0008178709173296356,5.127796297539118e-07,-1.4,5.127796297539118e-07,0.0008178709173296356
5.259715056289176e-07,-0.0008178678216170162,5.259715056289176e-07,-1.4,5.259715056289176e-07,0.0008178678216170162
5.325674435664205e-07,-0.0008178671996454952,5.325674435664205e-07,-1.4,5.325674435664205e-07,0.0008178671996454952
5.457593194414263e-07,-0.000817869728972496,5.457593194414263e-07,-1.4,5.457593194414263e-07,0.000817869728972496
5.721430711914379e-07,-0.0008178702924819054,5.721430711914379e-07,-1.4,5.721430711914379e-07,0.0008178702924819054
6e-07,-0.0008178679739356382,6e-07,-1.4,6e-07,0.0008178679739356382
6.00005e-07,-0.0008176082974046863,6.00005e-07,-1.399479999999997,6.00005e-07,0.0008176082974046863
6.000150000000001e-07,-0.0008170927140647381,6.000150000000001e-07,-1.39843999999999,6.000150000000001e-07,0.0008170927140647381
6.000350000000002e-07,-0.0008160548068914247,6.000350000000002e-07,-1.396359999999977,6.000350000000002e-07,0.0008160548068914247
6.000750000000005e-07,-0.000813974448965413,6.000750000000005e-07,-1.39219999999995,6.000750000000005e-07,0.000813974448965413
6.00155000000001e-07,-0.0008098147248550968,6.00155000000001e-07,-1.383879999999896,6.00155000000001e-07,0.0008098147248550968
6.001950000000012e-07,-0.0008077203135138186,6.001950000000012e-07,-1.379719999999869,6.001950000000012e-07,0.0008077203135138186
6.002750000000017e-07,-0.0008035446158708473,6.002750000000017e-07,-1.371399999999816,6.002750000000017e-07,0.0008035446158708473
6.004350000000028e-07,-0.000795157102006485,6.004350000000028e-07,-1.354759999999709,6.004350000000028e-07,0.000795157102006485
6.007550000000048e-07,-0.000778256551791272,6.007550000000048e-07,-1.321479999999495,6.007550000000048e-07,0.000778256551791272
6.013950000000089e-07,-0.0007439690295322175,6.013950000000089e-07,-1.254919999999067,6.013950000000089e-07,0.0007439690295322175
6.026750000000172e-07,-0.0006734488941219424,6.026750000000172e-07,-1.121799999998212,6.026750000000172e-07,0.0006734488941219424
6.033150000000213e-07,-0.0006371988817083254,6.033150000000213e-07,-1.055239999997784,6.033150000000213e-07,0.0006371988817083254
6.036350000000233e-07,-0.0006188461024268356,6.036350000000233e-07,-1.02195999999757,6.036350000000233e-07,0.0006188461024268356
6.042750000000275e-07,-0.0005817162530672532,6.042750000000275e-07,-0.9553999999971421,6.042750000000275e-07,0.0005817162530672532
6.055550000000357e-07,-0.0005056856542197533,6.055550000000357e-07,-0.8222799999962864,6.055550000000357e-07,0.0005056856542197533
6.081150000000521e-07,-0.000347286934987601,6.081150000000521e-07,-0.5560399999945751,6.081150000000521e-07,0.000347286934987601
6.093950000000604e-07,-0.0002654698434942629,6.093950000000604e-07,-0.4229199999937194,6.093950000000604e-07,0.0002654698434942629
6.114317067692609e-07,-0.0001328408528468525,6.114317067692609e-07,-0.2111024959968599,6.114317067692609e-07,0.0001328408528468525
6.134684135384615e-07,4.386368249802489e-07,6.134684135384615e-07,0.0007150079999991288,6.134684135384615e-07,-4.386368249802489e-07
6.175418270768626e-07,0.0002626065250164669,6.175418270768626e-07,0.4243500159937181,6.175418270768626e-07,-0.0002626065250164669
6.175468270768627e-07,0.0002629213505618807,6.175468270768627e-07,0.4248700159937213,6.175468270768627e-07,-0.0002629213505618807
6.175568270768627e-07,0.0002635630845138318,6.175568270768627e-07,0.4259100159937281,6.175568270768627e-07,-0.0002635630845138318
6.175768270768629e-07,0.0002648465651213742,6.175768270768629e-07,0.4279900159937415,6.175768270768629e-07,-0.0002648465651213742
6.176168270768631e-07,0.0002674124706123626,6.176168270768631e-07,0.4321500159937683,6.176168270768631e-07,-0.0002674124706123626
6.176968270768636e-07,0.0002725424249961799,6.176968270768636e-07,0.4404700159938217,6.176968270768636e-07,-0.0002725424249961799
6.178568270768647e-07,0.0002827930730196311,6.178568270768647e-07,0.4571100159939288,6.178568270768647e-07,-0.0002827930730196311
6.181768270768667e-07,0.0003032541798118283,6.181768270768667e-07,0.4903900159941428,6.181768270768667e-07,-0.0003032541798118283
6.188168270768708e-07,0.0003439916478675465,6.188168270768708e-07,0.5569500159945704,6.188168270768708e-07,-0.0003439916478675465
6.200968270768791e-07,0.000424553751404788,6.200968270768791e-07,0.6900700159954263,6.200968270768791e-07,-0.000424553751404788
6.226568270768955e-07,0.0005809062656077117,6.226568270768955e-07,0.9563100159971376,6.226568270768955e-07,-0.0005809062656077117
6.249999999999999e-07,0.0007171604166750464,6.249999999999999e-07,1.199999999999997,6.249999999999999e-07,-0.0007171604166750464
6.25005e-07,0.0007170842015077885,6.25005e-07,1.2,6.25005e-07,-0.0007170842015077885
6.25015e-07,0.0007170833114143487,6.25015e-07,1.2,6.25015e-07,-0.0007170833114143487
6.250350000000002e-07,0.0007170843574490875,6.250350000000002e-07,1.2,6.250350000000002e-07,-0.0007170843574490875
6.250750000000004e-07,0.0007170833232656628,6.250750000000004e-07,1.2,6.250750000000004e-07,-0.0007170833232656628
6.251550000000009e-07,0.0007170833226165335,6.251550000000009e-07,1.2,6.251550000000009e-07,-0.0007170833226165335
6.25315000000002e-07,0.000717083321845494,6.25315000000002e-07,1.2,6.25315000000002e-07,-0.000717083321845494
6.25635000000004e-07,0.0007170833166526845,6.25635000000004e-07,1.2,6.25635000000004e-07,-0.0007170833166526845
6.262750000000081e-07,0.0007170833040070606,6.262750000000081e-07,1.2,6.262750000000081e-07,-0.0007170833040070606
6.275550000000164e-07,0.0007170832787178465,6.275550000000164e-07,1.2,6.275550000000164e-07,-0.0007170832787178465
6.301150000000328e-07,0.0007170832281396576,6.301150000000328e-07,1.2,6.301150000000328e-07,-0.0007170832281396576
6.352350000000657e-07,0.0007170831269822988,6.352350000000657e-07,1.2,6.352350000000657e-07,-0.0007170831269822988
6.454750000001316e-07,0.0007170829246621141,6.454750000001316e-07,1.2,6.454750000001316e-07,-0.0007170829246621141
6.602375000000658e-07,0.0007170825199986354,6.602375000000658e-07,1.2,6.602375000000658e-07,-0.0007170825199986354
6.749999999999999e-07,0.0007170819420738902,6.749999999999999e-07,1.2,6.749999999999999e-07,-0.0007170819420738902
6.753906249999999e-07,0.0006948504676008989,6.753906249999999e-07,1.159375000000007,6.753906249999999e-07,-0.0006948504676008989
6.761718749999999e-07,0.000649804091644031,6.761718749999999e-07,1.078125000000005,6.761718749999999e-07,-0.000649804091644031
6.77734375e-07,0.0005574023420740341,6.77734375e-07,0.9156250000000014,6.77734375e-07,-0.0005574023420740341
6.80859375e-07,0.0003644595020390904,6.80859375e-07,0.5906249999999934,6.80859375e-07,-0.0003644595020390904
6.822808653677884e-07,0.0002739656627714942,6.822808653677884e-07,0.4427900017499996,6.822808653677884e-07,-0.0002739656627714942
6.84413100919471e-07,0.0001366021511840645,6.84413100919471e-07,0.2210375043750086,6.84413100919471e-07,-0.0001366021511840645
6.849461598073917e-07,0.0001022071270763077,6.849461598073917e-07,0.1655993800312554,6.849461598073917e-07,-0.0001022071270763077
6.860122775832332e-07,3.364741013258081e-05,6.860122775832332e-07,0.05472313134374907,6.860122775832332e-07,-3.364741013258081e-05
6.865453364711538e-07,-4.002975153811226e-07,6.865453364711538e-07,-0.0007149929999934468,6.865453364711538e-07,4.002975153811226e-07
6.876114542469949e-07,-6.997913914786381e-05,6.876114542469949e-07,-0.1115912416874776,6.876114542469949e-07,6.997913914786381e-05
6.881445131349155e-07,-0.0001050139234096633,6.881445131349155e-07,-0.1670293660312199,6.881445131349155e-07,0.0001050139234096633
6.892106309107567e-07,-0.0001749077885597511,6.892106309107567e-07,-0.2779056147187042,6.892106309107567e-07,0.0001749077885597511
6.913428664624391e-07,-0.0003128043688652951,6.913428664624391e-07,-0.4996581120936732,6.913428664624391e-07,0.0003128043688652951
6.924089842382803e-07,-0.0003803063222770521,6.924089842382803e-07,-0.6105343607811577,6.924089842382803e-07,0.0003803063222770521
6.945412197899627e-07,-0.0005114315030505935,6.945412197899627e-07,-0.8322868581561262,6.945412197899627e-07,0.0005114315030505935
6.972706098949812e-07,-0.0006702293579986695,6.972706098949812e-07,-1.116143429078052,6.972706098949812e-07,0.0006702293579986695
6.999999999999999e-07,-0.0008176112614174007,6.999999999999999e-07,-1.399999999999989,6.999999999999999e-07,0.0008176112614174007
7.012437373357019e-07,-0.0008178710077785778,7.012437373357019e-07,-1.4,7.012437373357019e-07,0.0008178710077785778
7.01865606003553e-07,-0.000817871320489676,7.01865606003553e-07,-1.4,7.01865606003553e-07,0.000817871320489676
7.03109343339255e-07,-0.0008178714423817368,7.03109343339255e-07,-1.4,7.03109343339255e-07,0.0008178714423817368
7.055968180106591e-07,-0.0008178696975929262,7.055968180106591e-07,-1.4,7.055968180106591e-07,0.0008178696975929262
7.105717673534674e-07,-0.0008178710250426512,7.105717673534674e-07,-1.4,7.105717673534674e-07,0.0008178710250426512
7.205216660390839e-07,-0.0008178710216757745,7.205216660390839e-07,-1.4,7.205216660390839e-07,0.0008178710216757745
7.404214634103168e-07,-0.0008178707787690738,7.404214634103168e-07,-1.4,7.404214634103168e-07,0.0008178707787690738
7.702107317051584e-07,-0.0008178696218231762,7.702107317051584e-07,-1.4,7.702107317051584e-07,0.0008178696218231762
8e-07,-0.0008178707499943149,8e-07,-1.4,8e-07,0.0008178707499943149
8.00005e-07,-0.0008176088719841077,8.00005e-07,-1.399479999999997,8.00005e-07,0.0008176088719841077
8.000150000000001e-07,-0.0008170902207590337,8.000150000000001e-07,-1.39843999999999,8.000150000000001e-07,0.0008170902207590337
8.000350000000002e-07,-0.000816055167400227,8.000350000000002e-07,-1.396359999999977,8.000350000000002e-07,0.000816055167400227
8.000750000000004e-07,-0.0008139743173722519,8.000750000000004e-07,-1.39219999999995,8.000750000000004e-07,0.0008139743173722519
8.000950000000006e-07,-0.0008129325143519028,8.000950000000006e-07,-1.390119999999936,8.000950000000006e-07,0.0008129325143519028
8.001350000000008e-07,-0.0008108508011820522,8.001350000000008e-07,-1.38595999999991,8.001350000000008e-07,0.0008108508011820522
8.002150000000013e-07,-0.0008066799866467062,8.002150000000013e-07,-1.377639999999856,8.002150000000013e-07,0.0008066799866467062
8.003750000000024e-07,-0.0007983094969099369,8.003750000000024e-07,-1.360999999999749,8.003750000000024e-07,0.0007983094969099369
8.006950000000044e-07,-0.0007814402757156826,8.006950000000044e-07,-1.327719999999535,8.006950000000044e-07,0.0007814402757156826
8.013350000000085e-07,-0.0007472132364513911,8.013350000000085e-07,-1.261159999999107,8.013350000000085e-07,0.0007472132364513911
8.016550000000106e-07,-0.0007298288821220093,8.016550000000106e-07,-1.227879999998894,8.016550000000106e-07,0.0007298288821220093
8.018150000000116e-07,-0.0007210737091973072,8.018150000000116e-07,-1.211239999998787,8.018150000000116e-07,0.0007210737091973072
8.021350000000137e-07,-0.0007034793391205618,8.021350000000137e-07,-1.177959999998573,8.021350000000137e-07,0.0007034793391205618
8.027750000000178e-07,-0.0006678026514723757,8.027750000000178e-07,-1.111399999998145,8.027750000000178e-07,0.0006678026514723757
8.030950000000199e-07,-0.0006497085104401355,8.030950000000199e-07,-1.078119999997931,8.030950000000199e-07,0.0006497085104401355
8.03735000000024e-07,-0.0006130929842307078,8.03735000000024e-07,-1.011559999997503,8.03735000000024e-07,0.0006130929842307078
8.050150000000322e-07,-0.0005380448689590503,8.050150000000322e-07,-0.8784399999966475,8.050150000000322e-07,0.0005380448689590503
8.075750000000487e-07,-0.0003813305441212526,8.075750000000487e-07,-0.6121999999949361,8.075750000000487e-07,0.0003813305441212526
8.088550000000569e-07,-0.0003001630926556,8.088550000000569e-07,-0.4790799999940805,8.088550000000569e-07,0.0003001630926556
8.111617067692592e-07,-0.0001505442306240878,8.111617067692592e-07,-0.2391824959970406,8.111617067692592e-07,0.0001505442306240878
8.134684135384616e-07,4.386370095783089e-07,8.134684135384616e-07,0.000715008000010231,8.134684135384616e-07,-4.386370095783089e-07
8.180818270768664e-07,0.0002971945597255258,8.180818270768664e-07,0.4805100159941122,8.180818270768664e-07,-0.0002971945597255258
8.198113703076498e-07,0.0004067112284813614,8.198113703076498e-07,0.6603825119955831,8.198113703076498e-07,-0.0004067112284813614
8.224056851538249e-07,0.0005658944543744148,8.224056851538249e-07,0.9301912559977956,8.224056851538249e-07,-0.0005658944543744148
8.249999999999999e-07,0.0007171686930786552,8.249999999999999e-07,1.199999999999997,8.249999999999999e-07,-0.0007171686930786552
8.25005e-07,0.0007170846801900143,8.25005e-07,1.2,8.25005e-07,-0.0007170846801900143
8.25015e-07,0.0007170835741059342,8.25015e-07,1.2,8.25015e-07,-0.0007170835741059342
8.250350000000002e-07,0.0007170835558472326,8.250350000000002e-07,1.2,8.250350000000002e-07,-0.0007170835558472326
8.250750000000004e-07,0.0007170835721696487,8.250750000000004e-07,1.2,8.250750000000004e-07,-0.0007170835721696487
8.251550000000009e-07,0.0007170835720980343,8.251550000000009e-07,1.2,8.251550000000009e-07,-0.0007170835720980343
8.25315000000002e-07,0.0007170835689392703,8.25315000000002e-07,1.2,8.25315000000002e-07,-0.0007170835689392703
8.25635000000004e-07,0.0007170835626195376,8.25635000000004e-07,1.2,8.25635000000004e-07,-0.0007170835626195376
8.262750000000081e-07,0.0007170835499774708,8.262750000000081e-07,1.2,8.262750000000081e-07,-0.0007170835499774708
8.275550000000164e-07,0.0007170835246916361,8.275550000000164e-07,1.2,8.275550000000164e-07,-0.0007170835246916361
8.301150000000328e-07,0.0007170834741183183,8.301150000000328e-07,1.2,8.301150000000328e-07,-0.0007170834741183183
8.352350000000657e-07,0.0007170833729691921,8.352350000000657e-07,1.2,8.352350000000657e-07,-0.0007170833729691921
8.454750000001315e-07,0.0007170831706642635,8.454750000001315e-07,1.2,8.454750000001315e-07,-0.0007170831706642635
8.602375000000658e-07,0.0007170827660303321,8.602375000000658e-07,1.2,8.602375000000658e-07,-0.0007170827660303321
8.749999999999999e-07,0.0007170821881472157,8.749999999999999e-07,1.2,8.749999999999999e-07,-0.0007170821881472157
8.765624999999999e-07,0.0006269708872553318,8.765624999999999e-07,1.037500000000004,8.765624999999999e-07,-0.0006269708872553318
8.773437499999999e-07,0.0005807974883648128,8.773437499999999e-07,0.9562500000000023,8.773437499999999e-07,-0.0005807974883648128
8.7890625e-07,0.000486222835186677,8.7890625e-07,0.7937499999999984,8.7890625e-07,-0.000486222835186677
8.820312500000001e-07,0.0002899382483741899,8.820312500000001e-07,0.4687499999999906,8.820312500000001e-07,-0.0002899382483741899
8.831597716177885e-07,0.0002174768062935052,8.831597716177885e-07,0.3513837517499918,8.831597716177885e-07,-0.0002174768062935052
8.854168148533654e-07,7.18891494151531e-05,8.854168148533654e-07,0.1166512552499945,8.854168148533654e-07,-7.18891494151531e-05
8.865453364711537e-07,-4.002956435527029e-07,8.865453364711537e-07,-0.0007149929999934468,8.865453364711537e-07,4.002956435527029e-07
8.888023797067304e-07,-0.0001481897392787249,8.888023797067304e-07,-0.2354474894999685,8.888023797067304e-07,0.0001481897392787249
8.899309013245188e-07,-0.000221842620617809,8.899309013245188e-07,-0.3528137377499561,8.899309013245188e-07,0.000221842620617809
8.921879445600955e-07,-0.0003664030970170799,8.921879445600955e-07,-0.5875462342499316,8.921879445600955e-07,0.0003664030970170799
8.967020310312488e-07,-0.0006380129299960634,8.967020310312488e-07,-1.057011227249882,8.967020310312488e-07,0.0006380129299960634
8.999999999999999e-07,-0.0008175628149815686,8.999999999999999e-07,-1.399999999999989,8.999999999999999e-07,0.0008175628149815686
9.000049999999999e-07,-0.0008178669208710247,9.000049999999999e-07,-1.4,9.000049999999999e-07,0.0008178669208710247
9.000149999999999e-07,-0.0008178709796714502,9.000149999999999e-07,-1.4,9.000149999999999e-07,0.0008178709796714502
9.000350000000001e-07,-0.0008178669201443523,9.000350000000001e-07,-1.4,9.000350000000001e-07,0.0008178669201443523
9.000750000000003e-07,-0.0008178707486328998,9.000750000000003e-07,-1.4,9.000750000000003e-07,0.0008178707486328998
9.001550000000008e-07,-0.000817867502342245,9.001550000000008e-07,-1.4,9.001550000000008e-07,0.000817867502342245
9.001950000000011e-07,-0.0008178670228576802,9.001950000000011e-07,-1.4,9.001950000000011e-07,0.0008178670228576802
9.002750000000016e-07,-0.0008178694606412195,9.002750000000016e-07,-1.4,9.002750000000016e-07,0.0008178694606412195
9.004350000000026e-07,-0.0008178701786873294,9.004350000000026e-07,-1.4,9.004350000000026e-07,0.0008178701786873294
9.007550000000047e-07,-0.0008178707539725782,9.007550000000047e-07,-1.4,9.007550000000047e-07,0.0008178707539725782
9.013950000000088e-07,-0.0008178694170077967,9.013950000000088e-07,-1.4,9.013950000000088e-07,0.0008178694170077967
9.02675000000017e-07,-0.0008178705387827642,9.02675000000017e-07,-1.4,9.02675000000017e-07,0.0008178705387827642
9.052350000000335e-07,-0.0008178701854147411,9.052350000000335e-07,-1.4,9.052350000000335e-07,0.0008178701854147411
9.103550000000664e-07,-0.0008178702721480724,9.103550000000664e-07,-1.4,9.103550000000664e-07,0.0008178702721480724
9.205950000001322e-07,-0.0008178701834934544,9.205950000001322e-07,-1.4,9.205950000001322e-07,0.0008178701834934544
9.410750000002639e-07,-0.000817869172535335,9.410750000002639e-07,-1.4,9.410750000002639e-07,0.000817869172535335
9.705375000001319e-07,-0.0008178707298811958,9.705375000001319e-07,-1.4,9.705375000001319e-07,0.0008178707298811958
1e-06,-0.0008178707161979856,1e-06,-1.4,1e-06,0.0008178707161979856
1.00000125e-06,-0.0008178024790869124,1.00000125e-06,-1.399870000000013,1.00000125e-06,0.0008178024790869124
1.00000375e-06,-0.0008176726100920117,1.00000375e-06,-1.399610000000039,1.00000375e-06,0.0008176726100920117
1.000008749999999e-06,-0.0008174167498003199,1.000008749999999e-06,-1.39909000000009,1.000008749999999e-06,0.0008174167498003199
1.000018749999998e-06,-0.0008168979978200354,1.000018749999998e-06,-1.398050000000194,1.000018749999998e-06,0.0008168979978200354
1.000038749999996e-06,-0.0008158571354205184,1.000038749999996e-06,-1.395970000000401,1.000038749999996e-06,0.0008158571354205184
1.000078749999992e-06,-0.0008137796428350287,1.000078749999992e-06,-1.391810000000814,1.000078749999992e-06,0.0008137796428350287
1.000158749999984e-06,-0.0008096185532427764,1.000158749999984e-06,-1.383490000001642,1.000158749999984e-06,0.0008096185532427764
1.000318749999968e-06,-0.0008012577846981218,1.000318749999968e-06,-1.366850000003297,1.000318749999968e-06,0.0008012577846981218
1.00039874999996e-06,-0.000797052755076726,1.00039874999996e-06,-1.358530000004124,1.00039874999996e-06,0.000797052755076726
1.000438749999956e-06,-0.000794947382055444,1.000438749999956e-06,-1.354370000004538,1.000438749999956e-06,0.000794947382055444
1.000518749999948e-06,-0.0007907370679028144,1.000518749999948e-06,-1.346050000005365,1.000518749999948e-06,0.0007907370679028144
1.000678749999932e-06,-0.0007822908308347471,1.000678749999932e-06,-1.32941000000702,1.000678749999932e-06,0.0007822908308347471
1.000998749999901e-06,-0.0007652685301411455,1.000998749999901e-06,-1.29613000001033,1.000998749999901e-06,0.0007652685301411455
1.001638749999837e-06,-0.0007307307960733994,1.001638749999837e-06,-1.229570000016949,1.001638749999837e-06,0.0007307307960733994
1.001958749999805e-06,-0.0007131957363332552,1.001958749999805e-06,-1.196290000020259,1.001958749999805e-06,0.0007131957363332552
1.002598749999742e-06,-0.0006776940073463667,1.002598749999742e-06,-1.129730000026879,1.002598749999742e-06,0.0006776940073463667
1.00291874999971e-06,-0.0006596858561857417,1.00291874999971e-06,-1.096450000030188,1.00291874999971e-06,0.0006596858561857417
1.003558749999646e-06,-0.0006232407991476343,1.003558749999646e-06,-1.029890000036808,1.003558749999646e-06,0.0006232407991476343
1.004838749999519e-06,-0.000548519749568038,1.004838749999519e-06,-0.8967700000500468,1.004838749999519e-06,0.000548519749568038
1.005478749999455e-06,-0.0005102695938420233,1.005478749999455e-06,-0.8302100000566663,1.005478749999455e-06,0.0005102695938420233
1.006758749999328e-06,-0.0004321722760674385,1.006758749999328e-06,-0.6970900000699052,1.006758749999328e-06,0.0004321722760674385
1.009318749999073e-06,-0.0002703852711794109,1.009318749999073e-06,-0.4308500000963832,1.009318749999073e-06,0.0002703852711794109
1.013468413538461e-06,4.386368247315345e-07,1.013468413538461e-06,0.0007150079999882486,1.013468413538461e-06,-4.386368247315345e-07
1.019234206769231e-06,0.0003704234544119901,1.019234206769231e-06,0.6003575039999816,1.019234206769231e-06,-0.0003704234544119901
1.020675655076923e-06,0.0004605079052415936,1.020675655076923e-06,0.7502681279999965,1.020675655076923e-06,-0.0004605079052415936
1.022837827538461e-06,0.0005916708606810447,1.022837827538461e-06,0.9751340639999966,1.022837827538461e-06,-0.0005916708606810447
1.025e-06,0.0007171546518678641,1.025e-06,1.199999999999997,1.025e-06,-0.0007171546518678641
1.025005e-06,0.000717084044271701,1.025005e-06,1.2,1.025005e-06,-0.000717084044271701
1.025015e-06,0.0007170849025399422,1.025015e-06,1.2,1.025015e-06,-0.0007170849025399422
1.025034999999999e-06,0.0007170833243819949,1.025034999999999e-06,1.2,1.025034999999999e-06,-0.0007170833243819949
1.025074999999999e-06,0.0007170833302671195,1.025074999999999e-06,1.2,1.025074999999999e-06,-0.0007170833302671195
1.025154999999998e-06,0.000717083330136091,1.025154999999998e-06,1.2,1.025154999999998e-06,-0.000717083330136091
1.025314999999995e-06,0.0007170833296750522,1.025314999999995e-06,1.2,1.025314999999995e-06,-0.0007170833296750522
1.025634999999991e-06,0.0007170833233574592,1.025634999999991e-06,1.2,1.025634999999991e-06,-0.0007170833233574592
1.026274999999981e-06,0.0007170833107180965,1.026274999999981e-06,1.2,1.026274999999981e-06,-0.0007170833107180965
1.027554999999962e-06,0.0007170832854333872,1.027554999999962e-06,1.2,1.027554999999962e-06,-0.0007170832854333872
1.030114999999924e-06,0.0007170832348588547,1.030114999999924e-06,1.2,1.030114999999924e-06,-0.0007170832348588547
1.035234999999849e-06,0.0007170831337045404,1.035234999999849e-06,1.2,1.035234999999849e-06,-0.0007170831337045404
